iter	MultiClass
642	0.5447718179
643	0.5446128214
644	0.5444827372
645	0.5443557745
646	0.5442775959
647	0.5442624594
648	0.5440385093
649	0.5439619307
650	0.5437834394
651	0.5435777878
652	0.5432910759
653	0.5432819549
654	0.5431823802
655	0.5430534751
656	0.5427649133
657	0.5426000296
658	0.5424587044
659	0.5424373094
660	0.5422115012
661	0.5421404064
662	0.5420417292
663	0.5417264555
664	0.54157752
665	0.541481957
666	0.5414547449
667	0.5414098599
668	0.5412054125
669	0.5411066567
670	0.5410804373
671	0.540984476
672	0.5409647599
673	0.5408071873
674	0.540735277
675	0.5406763672
676	0.5404930501
677	0.5401604412
678	0.5399111273
679	0.539861394
680	0.5398135838
681	0.5397987112
682	0.5396190626
683	0.539471116
684	0.5394576848
685	0.5391929034
686	0.5390335348
687	0.5390112828
688	0.5388875689
689	0.538831219
690	0.5388123108
691	0.5386331109
692	0.5385550185
693	0.5385411868
694	0.5382422301
695	0.5380333234
696	0.5378373719
697	0.5377416969
698	0.5377163946
699	0.5375600437
700	0.5374387948
701	0.5373184225
702	0.5372209983
703	0.5371836926
704	0.537086682
705	0.5369569803
706	0.5367464345
707	0.5367315196
708	0.5367116568
709	0.5365436644
710	0.5363152922
711	0.5362498974
712	0.5361665183
713	0.5361600651
714	0.5361539441
715	0.5360838122
716	0.5357964215
717	0.5357610451
718	0.5357382015
719	0.5354126561
720	0.5354024951
721	0.5353534337
722	0.535261838
723	0.5349849323
724	0.5349666197
725	0.5348471557
726	0.5347924736
727	0.5345670449
728	0.5344436371
729	0.5343047709
730	0.5342256716
731	0.5340239542
732	0.5340061695
733	0.5339503712
734	0.5337319566
735	0.5336858842
736	0.5333048371
737	0.5332545439
738	0.5331553213
739	0.5330059623
740	0.5328554262
741	0.5325386694
742	0.53231223
743	0.5322214289
744	0.5321607832
745	0.5320648383
746	0.531953439
747	0.5318352251
748	0.5316704186
749	0.531664454
750	0.5315777009
751	0.5315508643
752	0.5315417441
753	0.531322493
754	0.5313140294
755	0.5312891064
756	0.5312098284
757	0.5311843747
758	0.5310268557
759	0.5310031895
760	0.5307775018
761	0.5306250617
762	0.5304836097
763	0.5304115816
764	0.5302682605
765	0.5302042541
766	0.5300316745
767	0.5297823216
768	0.5294683584
769	0.5294500399
770	0.5294113015
771	0.5293739262
772	0.5293515852
773	0.5293000921
774	0.5292531974
775	0.5291242627
776	0.529057867
777	0.5289762376
778	0.5289433633
779	0.5287010052
780	0.5285713931
781	0.5285181664
782	0.5284268948
783	0.5283848746
784	0.5283281747
785	0.5280816987
786	0.5279146462
787	0.5277469695
788	0.5275265082
789	0.5275008752
790	0.5273912712
791	0.5273817134
792	0.5271792326
793	0.5270688486
794	0.5270172351
795	0.5269161988
796	0.5267250358
797	0.5266962631
798	0.5265702182
799	0.5265331065
800	0.5262742728
801	0.5260023344
802	0.5259326287
803	0.5259270318
804	0.5258934187
805	0.525700177
806	0.5255940634
807	0.5255296438
808	0.5255109835
809	0.52537229
810	0.5252706049
811	0.5251499339
812	0.525078796
813	0.5250629429
814	0.5249172139
815	0.5247057608
816	0.5246885011
817	0.5244170586
818	0.5243711529
819	0.5239791282
820	0.5239371185
821	0.5238133575
822	0.5237192899
823	0.523660557
824	0.5235374815
825	0.523448972
826	0.5233960739
827	0.5233908172
828	0.5233600271
829	0.5232431462
830	0.5232229428
831	0.5231684293
832	0.5229923419
833	0.5229725442
834	0.5228285525
835	0.5227886612
836	0.5227475856
837	0.5227062521
838	0.5226442875
839	0.5225164082
840	0.5223238256
841	0.522050619
842	0.5219849509
843	0.5217234671
844	0.5216031091
845	0.5214430856
846	0.5212424918
847	0.5211678201
848	0.5209384465
849	0.5208207398
850	0.5207639205
851	0.5206993749
852	0.5205913467
853	0.5205300842
854	0.5202548771
855	0.5201161706
856	0.519793797
857	0.5196750787
858	0.5195924426
859	0.5192187557
860	0.51912316
861	0.5190131872
862	0.5188129612
863	0.5186504358
864	0.5184963124
865	0.5183863109
866	0.5182004502
867	0.5180658399
868	0.5179690901
869	0.5178523875
870	0.5176300363
871	0.5175310795
872	0.5172959207
873	0.5170900932
874	0.5167387694
875	0.5166609617
876	0.5165803445
877	0.5165268809
878	0.5164028042
879	0.5163552798
880	0.5163327735
881	0.5162483453
882	0.5162260075
883	0.5161611226
884	0.5161339979
885	0.5159120235
886	0.5158327808
887	0.5156032399
888	0.5155515438
889	0.5154512118
890	0.5154392823
891	0.5153918558
892	0.5153525454
893	0.5153346857
894	0.5151823338
895	0.5150540264
896	0.5149719841
897	0.5147601764
898	0.5146842435
899	0.514620136
900	0.5145897383
901	0.5145195214
902	0.5144952369
903	0.5143543388
904	0.5143487305
905	0.5142882733
906	0.5142814297
907	0.5141618358
908	0.5139770452
909	0.5138848146
910	0.5137753523
911	0.5137640484
912	0.5134243714
913	0.5132378904
914	0.5132042213
915	0.5131784155
916	0.5130591417
917	0.5130000627
918	0.5129455812
919	0.5129184863
920	0.5129080673
921	0.5127585617
922	0.5127409811
923	0.5127204438
924	0.5125477338
925	0.5123909418
926	0.5122494616
927	0.5122008478
928	0.5121687147
929	0.5120746028
930	0.5119990819
931	0.5119316122
932	0.5118126999
933	0.5116431228
934	0.511552933
935	0.5114841463
936	0.5114718823
937	0.5114670444
938	0.5113993475
939	0.5111702628
940	0.5109855229
941	0.5108608051
942	0.5107711193
943	0.5105799314
944	0.5105333511
945	0.5104319344
946	0.5103791433
947	0.5103630849
948	0.5103441824
949	0.5102406475
950	0.5101954008
951	0.5101273822
952	0.509974601
953	0.5099512663
954	0.5097617434
955	0.509723534
956	0.50961193
957	0.5095868865
958	0.5092657307
959	0.509242558
960	0.509114582
961	0.5091029806
962	0.5090486522
963	0.509033402
964	0.5089261886
965	0.5087786465
966	0.5086023887
967	0.5082109778
968	0.5082036496
969	0.5080317522
970	0.5079639715
971	0.5077552823
972	0.5077516129
973	0.5076555071
974	0.5074512213
975	0.5072553986
976	0.5071930094
977	0.5069103391
978	0.5068101096
979	0.506798503
980	0.5066452059
981	0.506442957
982	0.5062774052
983	0.5060587325
984	0.5059416032
985	0.5058016399
986	0.5056306854
987	0.5053430455
988	0.5053013165
989	0.505146466
990	0.5050899869
991	0.5049298194
992	0.5047748125
993	0.5046385942
994	0.5046070227
995	0.5044573279
996	0.5044341389
997	0.5044296516
998	0.5044170621
999	0.5042515595
